,@type_x,price,priceCurrency,itemCondition,availability,version,id,offeredBy.@type,offeredBy.telephone,offeredBy.name,offeredBy.address.@type,offeredBy.address.streetAddress,offeredBy.address.addressLocality,offeredBy.address.postalCode,offeredBy.address.addressCountry,itemOffered.@type,itemOffered.name,itemOffered.image,itemOffered.manufacturer,itemOffered.model,itemOffered.color,itemOffered.bodyType,itemOffered.identifier,itemOffered.productionDate,itemOffered.driveWheelConfiguration,itemOffered.vehicleTransmission,itemOffered.numberOfDoors,itemOffered.seatingCapacity,itemOffered.mileageFromOdometer.@type,itemOffered.mileageFromOdometer.value,itemOffered.mileageFromOdometer.unitText,itemOffered.vehicleInteriorType,itemOffered.numberOfPreviousOwners,itemOffered.hasEnergyConsumptionDetails.@type,itemOffered.hasEnergyConsumptionDetails.energyEfficiencyScaleMax,itemOffered.hasEnergyConsumptionDetails.energyEfficiencyScaleMin,itemOffered.hasEnergyConsumptionDetails.hasEnergyEfficiencyCategory,itemOffered.vehicleEngine,itemOffered.emissionsCO2,@type_y,fuelType,enginePower,engineDisplacement.@type,engineDisplacement.value,engineDisplacement.unitCode,enginevehicleEngine.fuelType,engineengineDisplacement.value,engineengineDisplacement.unitCode,@type,value,unitCode,engine_detailsenginePower.value,engine_detailsenginePower.unitCode,itemOffered.vehicleInteriorColor,itemOffered.fuelConsumption.@type,itemOffered.fuelConsumption.value,itemOffered.fuelConsumption.unitText,offeredBy.image,itemOffered.numberOfForwardGears,itemOffered.fuelConsumption,engineDisplacement
0,Offer,21500,EUR,UsedCondition,InStock,9-3 TURBO X,70,AutoDealer,+34 - 960365198,LEADERCAR LEVANTE,PostalAddress,P.I. SECTOR 13 - AVDA. ELS HOSTALES,RIBARROJA DEL TURIA,46190,ES,Car,Saab 93,https://prod.pictures.autoscout24.net/listing-images/11c9ed06-7e81-4fb6-9db1-67b0b5017a04_4642d7ce-7a84-4f3e-9ce3-48006ec1df6d.jpg/1280x960.webp,Saab,93,Czarny,Kombi/Van,11c9ed06-7e81-4fb6-9db1-67b0b5017a04,2010-12-01,,Automatyczna,5.0,,QuantitativeValue,86700,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 280, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 206, 'unitCode': 'KWT'}]}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 280, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 206, 'unitCode': 'KWT'}]",,,,,,,QuantitativeValue,280.0,BHP,,,,,,,https://images0.autocasion.com/unsafe/origxorig/adv/12/1935/0f32051a815f37c78db5697c00d8a62c03dbe77a.jpeg/resize/200x100%3E/quality/90,,,
0,Offer,1775,EUR,UsedCondition,InStock,2.2 TiD,71,AutoDealer,+34 - 988875936,MICALFER AUTOMOTIVE,PostalAddress,"Greco, 10 1º C",OURENSE,32002,ES,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/7322c9f3-50ea-4e66-9c17-ac9c15eabfe2_ac795708-14f1-46b5-af0d-41c34bd80cae.jpg/1280x960.webp,Saab,9-3,Szary,Sportowy (Coupe),7322c9f3-50ea-4e66-9c17-ac9c15eabfe2,1999-06-01,Na przednie koła,Manualna,3.0,5.0,QuantitativeValue,242000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 116, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 85, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 2171, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 116, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 85, 'unitCode': 'KWT'}]",QuantitativeValue,2171.0,CMQ,,,,QuantitativeValue,116.0,BHP,,,,QuantitativeValue,6.7,l/100km,,5.0,,
0,Offer,4500,EUR,UsedCondition,InStock,1.8t Vector,72,,,,,,,,,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/b96a4917-e8b1-4f72-b99d-3274659a115e_3c0a3d5f-762b-4f15-abcd-e0710352723e.jpg/1280x960.webp,Saab,9-3,Szary,Kabriolet,b96a4917-e8b1-4f72-b99d-3274659a115e,2004-07-01,,Manualna,2.0,4.0,QuantitativeValue,270000,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO4,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1998, 'unitCode': 'CMQ'}}]",206.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1998.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,Czarny,QuantitativeValue,8.6,l/100km,,5.0,,
0,Offer,2900,EUR,UsedCondition,InStock,9-3 SportHatch 1.9 tid 16v Linear dpf,73,,,,,,,,,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/b4200be8-7707-4c1f-8345-608e963abc46_2096d746-7061-4fb2-b39b-8a4b53fd1981.jpg/1280x960.webp,Saab,9-3,Czarny,Kombi/Van,b4200be8-7707-4c1f-8345-608e963abc46,2007-04-01,Na przednie koła,Manualna,5.0,5.0,QuantitativeValue,199000,KMT,skóra czesciowa,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO4,"[{'@type': 'EngineSpecification', 'fuelType': 'Diesel', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1910, 'unitCode': 'CMQ'}}]",159.0,EngineSpecification,Diesel,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1910.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,Szary,QuantitativeValue,5.9,l/100km,,6.0,,
0,Offer,4990,EUR,UsedCondition,InStock,9-3 Cabrio 2.0 t Ecopower (150CV) S,74,AutoDealer,+34 - 851904936,OPTIMECAR.,PostalAddress,Calle Pascal 16. Polígono Villa Rosa,MÁLAGA,29004,ES,Car,Saab 93,https://prod.pictures.autoscout24.net/listing-images/a3dabbe3-7203-4ec0-b39d-5d318ae7e193_a9ae864e-ea93-4eff-b166-213381ff2a08.jpg/1280x960.webp,Saab,93,Niebieski,Kabriolet,a3dabbe3-7203-4ec0-b39d-5d318ae7e193,2003-07-01,,Manualna,2.0,,QuantitativeValue,102700,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,,QuantitativeValue,8.8,l/100km,https://images0.autocasion.com/unsafe/250x/adv/03/1910/c9474d38b19e8e0a1e16cf777c9d792e23bd8b5e.jpeg/resize/200x100%3E/quality/90,,,
0,Offer,2300,EUR,UsedCondition,InStock,2.0i 16V 5 porte S,75,AutoDealer,+34 - 851904936,OPTIMECAR.,PostalAddress,Calle Pascal 16. Polígono Villa Rosa,MÁLAGA,29004,ES,Car,Saab 900,https://prod.pictures.autoscout24.net/listing-images/5273df4c-07f0-48d5-9c88-1a36221d0f1b_cf3d0c5f-fea1-4d8d-923c-f4f958a9a2ef.jpg/1280x960.webp,Saab,900,Czarny,Samochód małolitrażowy,5273df4c-07f0-48d5-9c88-1a36221d0f1b,1998-06-01,,Manualna,5.0,,QuantitativeValue,225300,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 131, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 96, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 131, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 96, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,131.0,BHP,,,,QuantitativeValue,9.9,l/100km,https://images0.autocasion.com/unsafe/250x/adv/03/1910/c9474d38b19e8e0a1e16cf777c9d792e23bd8b5e.jpeg/resize/200x100%3E/quality/90,,,
0,Offer,4900,EUR,UsedCondition,InStock,Cabrio 2.0t Vector,76,AutoDealer,+34 - 953972167,GUIMACARS,PostalAddress,CALLE ALCALDE JUAN VALLEJO 74,ALCAUDETE,23660,ES,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/973697e2-628e-4af6-b19e-ff9f99f97dbf_2b4be363-e885-4ad2-b467-d57f2a44d822.jpg/1280x960.webp,Saab,9-3,Niebieski,Kabriolet,973697e2-628e-4af6-b19e-ff9f99f97dbf,2004-12-01,Na przednie koła,Automatyczna,2.0,4.0,QuantitativeValue,222000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 175, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 129, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1998, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 175, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 129, 'unitCode': 'KWT'}]",QuantitativeValue,1998.0,CMQ,,,,QuantitativeValue,175.0,BHP,,,,QuantitativeValue,8.9,l/100km,https://images0.autocasion.com/unsafe/250x/adv/03/2335/3c3ebe591425c0c6fdd470bbf0166df640aacd7c.jpeg/resize/200x100%3E/quality/90,5.0,,
0,Offer,4990,EUR,UsedCondition,InStock,1.9TiD Linear 120,77,AutoDealer,+34 - 960365598,Automóviles benetusser,PostalAddress,"AVENIDA REAL DE MADRID, 134",VALENCIA,46017,ES,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/a746ffd0-2836-49b7-a0c2-4dedac0f9420_f15ff942-e4b2-4915-8089-8ae305094953.jpg/1280x960.webp,Saab,9-3,,Limuzyna,a746ffd0-2836-49b7-a0c2-4dedac0f9420,2007-07-01,Na przednie koła,Manualna,4.0,5.0,QuantitativeValue,216000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 120, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 88, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1910, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 120, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 88, 'unitCode': 'KWT'}]",QuantitativeValue,1910.0,CMQ,,,,QuantitativeValue,120.0,BHP,,,,QuantitativeValue,6.6,l/100km,,6.0,,
0,Offer,3900,EUR,UsedCondition,InStock,2.0 Turbo,78,AutoDealer,+34 - 960365223,AUTOS LORENTE VALENCIA,PostalAddress,"ALCALDE JOSE PUERTES,14",ALFAFAR,46910,ES,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/a973808f-2865-4e06-9a4c-ce818631b8d3_f9676d63-4bff-4668-8d15-bb543d2dc718.jpg/1280x960.webp,Saab,9-3,Niebieski,Sportowy (Coupe),a973808f-2865-4e06-9a4c-ce818631b8d3,1997-01-01,Na przednie koła,Manualna,3.0,5.0,QuantitativeValue,332000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 185, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 136, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 185, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 136, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,185.0,BHP,,,,QuantitativeValue,10.0,l/100km,https://images0.autocasion.com/unsafe/origxorig/adv/10/1221/df77e4868caa29ad3001b68cef00ebda679c4a4b.jpeg/resize/200x100%3E/quality/90,5.0,,
0,Offer,8990,EUR,UsedCondition,InStock,Sedán 2.0TiD Vector,79,AutoDealer,+34 - 919379761,TRATO CAR,PostalAddress,CAMINO DEL ALAMO 5,FUENLABRADA,28947,ES,Car,Saab 9-5,https://prod.pictures.autoscout24.net/listing-images/dab4fd3b-06e4-4a8f-9d2c-e0c49109ab9b_cdb6b893-df73-442d-88cc-3ef0afdbb4e9.jpg/1280x960.webp,Saab,9-5,Szary,Limuzyna,dab4fd3b-06e4-4a8f-9d2c-e0c49109ab9b,2011-12-01,Na przednie koła,Manualna,4.0,5.0,QuantitativeValue,236000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 160, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 118, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1956, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 160, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 118, 'unitCode': 'KWT'}]",QuantitativeValue,1956.0,CMQ,,,,QuantitativeValue,160.0,BHP,,,,QuantitativeValue,5.3,l/100km,https://images0.autocasion.com/unsafe/250x/adv/04/1784/e0bc4f78e0a365545403c32cd224589aafb92bdd.png/resize/200x100%3E/quality/90,6.0,,
0,Offer,3900,EUR,UsedCondition,InStock,2.2TiD Linear,80,AutoDealer,+34 - 919379194,AC CAR (ALCALÁ),PostalAddress,"C/ FRANCISCO ALONSO, 5 PARCELA 1",ALCALA DE HENARES,28806,ES,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/64c891bd-6455-4cc8-81bc-8d37d3d5fc67_324fd505-b072-405b-bb78-98915de0d2de.jpg/1280x960.webp,Saab,9-3,Szary,Limuzyna,64c891bd-6455-4cc8-81bc-8d37d3d5fc67,2004-02-01,Na przednie koła,Manualna,4.0,5.0,QuantitativeValue,258000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 125, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 92, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 2171, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 125, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 92, 'unitCode': 'KWT'}]",QuantitativeValue,2171.0,CMQ,,,,QuantitativeValue,125.0,BHP,,,,QuantitativeValue,6.6,l/100km,,5.0,,
0,Offer,3500,EUR,UsedCondition,InStock,1.9TiD Vector 150,81,AutoDealer,+34 - 984262479,GRAN BULEVAR CARS,PostalAddress,GLORIETA DE LA CRUZ ROJA,OVIEDO,33001,ES,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/21fd9ade-0cf8-4b0c-8871-29c62f536ddf_11ac708a-0ed5-427d-9a96-2edeecd2662f.jpg/1280x960.webp,Saab,9-3,Szary,Limuzyna,21fd9ade-0cf8-4b0c-8871-29c62f536ddf,2004-06-01,Na przednie koła,Manualna,4.0,5.0,QuantitativeValue,330000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1910, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1910.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,,QuantitativeValue,5.8,l/100km,https://images0.autocasion.com/unsafe/250x/adv/17/1467/ae6ceec2d6d41fc076d93a40cf38f7d221376512.jpeg/resize/200x100%3E/quality/90,6.0,,
0,Offer,2500,EUR,UsedCondition,InStock,1.8t Linear 150,82,AutoDealer,+34 - 919379133,AUTOMASER,PostalAddress,Cardenal Siliceo 35,MADRID,28002,ES,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/d8fcb586-ed0f-4902-b2c2-d2cb7acf1aa7_d8c46555-322e-44ea-bbea-c99f9c94770b.jpg/1280x960.webp,Saab,9-3,Czarny,Limuzyna,d8fcb586-ed0f-4902-b2c2-d2cb7acf1aa7,2004-07-01,Na przednie koła,Manualna,4.0,5.0,QuantitativeValue,313000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1988, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1988.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,,QuantitativeValue,8.3,l/100km,https://images0.autocasion.com/unsafe/250x/stock/09/2042/e6a07f781a9adc69df3488dc7d5d7ea4ed47ede7.jpeg/resize/200x100%3E/quality/90,5.0,,
0,Offer,4999,EUR,UsedCondition,InStock,1.9TiD Linear 120,83,AutoDealer,+34 - 854684803,AUTOMOVILES MANUEL,PostalAddress,CALLE ALEGRÍA 97 URBANIZACION CAMPOSOL,CARMONA,41410,ES,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/71ba3dd9-79b8-4d8e-909f-b2447a59e404_627f1508-c5c7-4edb-bc9e-0ed71e92571d.jpg/1280x960.webp,Saab,9-3,Czarny,Limuzyna,71ba3dd9-79b8-4d8e-909f-b2447a59e404,2006-02-01,Na przednie koła,Manualna,4.0,5.0,QuantitativeValue,241000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 120, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 88, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1910, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 120, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 88, 'unitCode': 'KWT'}]",QuantitativeValue,1910.0,CMQ,,,,QuantitativeValue,120.0,BHP,,,,QuantitativeValue,6.6,l/100km,https://images0.autocasion.com/unsafe/250x/adv/14/1837/b20af43d31775a90b3fd34d22dc279b98e45cff6.jpeg/resize/200x100%3E/quality/90,6.0,,
0,Offer,11990,EUR,UsedCondition,InStock,S 3 Aero,84,AutoDealer,+34 - 848862191,CAVAN CARS,PostalAddress,PG TALLUNTXE II 19 Calle D,NOAIN,31110,ES,Car,Saab 900,https://prod.pictures.autoscout24.net/listing-images/97c66ca3-916a-4728-89ce-7cec9395e4c8_b5b55f99-0fff-4363-b940-c2595d73204f.jpg/1280x960.webp,Saab,900,Czerwony,Limuzyna,97c66ca3-916a-4728-89ce-7cec9395e4c8,1992-06-01,Na przednie koła,Manualna,3.0,5.0,QuantitativeValue,500000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 144, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 106, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 144, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 106, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,144.0,BHP,,,,,,,https://images0.autocasion.com/unsafe/origxorig/adv/11/1177/491375bbd72887bcd0bf9cab414a29e2f10ca1c4.png/resize/200x100%3E/quality/90,5.0,0.0,
0,Offer,8490,EUR,UsedCondition,InStock,Cabrio 1.9TiD Linear Sport A6,85,AutoDealer,+34 - 877262043,TARRACO AUTOS,PostalAddress,CALLE CAMÍ ALT 1-9 PUERTA 26,SEGUR DE CALAFELL,43882,ES,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/b18f0696-0528-4d88-a835-8740b01ec61b_a4176a80-8924-4c1d-b22e-f53f3137ad26.jpg/1280x960.webp,Saab,9-3,Niebieski,Kabriolet,b18f0696-0528-4d88-a835-8740b01ec61b,2007-06-01,Na przednie koła,Automatyczna,2.0,4.0,QuantitativeValue,140000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1910, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1910.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,,QuantitativeValue,7.0,l/100km,,6.0,,
0,Offer,1700,EUR,UsedCondition,InStock,Sport Hatch 1.9TID Linear Sport 150,86,AutoDealer,+34 - 886182281,OCASIONPLUS VIGO SG,PostalAddress,"RÚA DO GANDARÓN, 48",VIGO,36214,ES,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/996d0e3d-61ae-4614-8f50-ec5c45b77aa1_d78f9bee-d87e-4344-8474-dc092a05c9f2.jpg/1280x960.webp,Saab,9-3,Czerwony,Kombi/Van,996d0e3d-61ae-4614-8f50-ec5c45b77aa1,2007-01-01,Na przednie koła,Manualna,5.0,5.0,QuantitativeValue,365769,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1910, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1910.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,,QuantitativeValue,6.1,l/100km,https://images0.autocasion.com/unsafe/250x/adv/03/2114/36eb32887c2447c3a821b7815b96675fff1dc91f.jpeg/resize/200x100%3E/quality/90,6.0,,
0,Offer,6750,EUR,UsedCondition,InStock,"2.3 Turbo Aero Estate, Schuif/kanteldak, trekhaak",87,,,,,,,,,Car,Saab 9-5,https://prod.pictures.autoscout24.net/listing-images/e5a6e181-87c7-450f-be47-9a7469eec9b3_f66bd308-fcd1-49db-a7dc-6966aeb7d526.jpg/1280x960.webp,Saab,9-5,Czarny,Kombi/Van,e5a6e181-87c7-450f-be47-9a7469eec9b3,2005-11-01,Na przednie koła,Manualna,4.0,5.0,QuantitativeValue,268935,KMT,skóra,2.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO3,"[{'@type': 'EngineSpecification', 'fuelType': 'Regular/Benzine E10 91', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 250, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 184, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 2290, 'unitCode': 'CMQ'}}]",214.0,EngineSpecification,Regular/Benzine E10 91,"[{'@type': 'QuantitativeValue', 'value': 250, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 184, 'unitCode': 'KWT'}]",QuantitativeValue,2290.0,CMQ,,,,QuantitativeValue,250.0,BHP,,,Beżowy,QuantitativeValue,9.0,l/100km,,5.0,,
0,Offer,15800,EUR,UsedCondition,InStock,S Klimaanlage Softurbo,88,AutoDealer,+49 (0)2462 - 9033730,AC Classics,PostalAddress,Hauptstr. 28,Linnich-Körrenzig,52441,DE,Car,Saab 900,https://prod.pictures.autoscout24.net/listing-images/5a9ab436-707d-41e2-b732-30ef0792735a_2461385c-f927-4d8a-8522-0f1d57ab049e.jpg/1280x960.webp,Saab,900,Niebieski,Kabriolet,5a9ab436-707d-41e2-b732-30ef0792735a,1992-06-01,,Manualna,2.0,,QuantitativeValue,185000,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 141, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 104, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 141, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 104, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,141.0,BHP,,,Szary,,,,https://prod.pictures.autoscout24.net/dealer-info/15710230-original-8386a452-0b7d-455b-b7fa-77511b3615ba.png/resize/200x100%3E/quality/90,,,
