,@type_x,price,priceCurrency,itemCondition,availability,version,id,offeredBy.@type,offeredBy.telephone,offeredBy.name,offeredBy.address.@type,offeredBy.address.streetAddress,offeredBy.address.addressLocality,offeredBy.address.postalCode,offeredBy.address.addressCountry,itemOffered.@type,itemOffered.name,itemOffered.image,itemOffered.manufacturer,itemOffered.model,itemOffered.color,itemOffered.bodyType,itemOffered.identifier,itemOffered.productionDate,itemOffered.driveWheelConfiguration,itemOffered.vehicleTransmission,itemOffered.numberOfDoors,itemOffered.seatingCapacity,itemOffered.mileageFromOdometer.@type,itemOffered.mileageFromOdometer.value,itemOffered.mileageFromOdometer.unitText,itemOffered.vehicleInteriorType,itemOffered.numberOfPreviousOwners,itemOffered.hasEnergyConsumptionDetails.@type,itemOffered.hasEnergyConsumptionDetails.energyEfficiencyScaleMax,itemOffered.hasEnergyConsumptionDetails.energyEfficiencyScaleMin,itemOffered.hasEnergyConsumptionDetails.hasEnergyEfficiencyCategory,itemOffered.vehicleEngine,itemOffered.emissionsCO2,@type_y,fuelType,enginePower,engineDisplacement.@type,engineDisplacement.value,engineDisplacement.unitCode,enginevehicleEngine.fuelType,engineengineDisplacement.value,engineengineDisplacement.unitCode,@type,value,unitCode,engine_detailsenginePower.value,engine_detailsenginePower.unitCode,itemOffered.vehicleInteriorColor,itemOffered.fuelConsumption.@type,itemOffered.fuelConsumption.value,itemOffered.fuelConsumption.unitText,offeredBy.image,itemOffered.numberOfForwardGears,itemOffered.fuelConsumption,engineDisplacement
0,Offer,8250,EUR,UsedCondition,InStock,2.0 GL sedan,352,AutoDealer,+31 (0)6 - 10050290,SaabWorld,PostalAddress,Rijksstraatweg 119,VOORST,7383 AN,NL,Car,Saab 99,https://prod.pictures.autoscout24.net/listing-images/3473e728-77d3-4112-8182-3ce02072a3c0_fbce5f65-7f6c-430b-8449-3c28dbd30629.jpg/1280x960.webp,Saab,99,Brązowy,Samochód małolitrażowy,3473e728-77d3-4112-8182-3ce02072a3c0,1982-05-01,Na przednie koła,Manualna,3.0,,QuantitativeValue,203550,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 101, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 74, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1971, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 101, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 74, 'unitCode': 'KWT'}]",QuantitativeValue,1971.0,CMQ,,,,QuantitativeValue,101.0,BHP,,,,,,,https://prod.pictures.autoscout24.net/dealer-info/15217598-original-cdbe80d7-ed8e-4edc-9a4e-5e5b664e6428/resize/200x100%3E/quality/90,,,
0,Offer,29950,EUR,UsedCondition,InStock,1.8t Cabrio Vector TX Hirsch Performance Euro 5,353,,,,,,,,,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/defa12cb-fd20-4044-8212-3e4e4fe3d345_f9a08a35-5bec-4132-bbe6-bbd60e70e1e8.jpg/1280x960.webp,Saab,9-3,Czarny,Kabriolet,defa12cb-fd20-4044-8212-3e4e4fe3d345,2011-03-01,Na przednie koła,Manualna,2.0,5.0,QuantitativeValue,21500,KMT,skóra,2.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO5,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 196, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 144, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1998, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 196, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 144, 'unitCode': 'KWT'}]",QuantitativeValue,1998.0,CMQ,,,,QuantitativeValue,196.0,BHP,,,Czarny,QuantitativeValue,7.7,l/100km,,6.0,,
0,Offer,17900,EUR,UsedCondition,InStock,Sedán 2.0T Vector-low mileage,354,,,,,,,,,Car,Saab 9-5,https://prod.pictures.autoscout24.net/listing-images/82b029a2-e8b3-4369-9197-22b806b33995_214f0483-5ecd-4dbe-a645-48ae005003ca.jpg/1280x960.webp,Saab,9-5,Szary,Limuzyna,82b029a2-e8b3-4369-9197-22b806b33995,2012-01-01,Na przednie koła,Manualna,4.0,5.0,QuantitativeValue,56000,KMT,skóra czesciowa,2.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO5,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 220, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 162, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1998, 'unitCode': 'CMQ'}}]",181.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 220, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 162, 'unitCode': 'KWT'}]",QuantitativeValue,1998.0,CMQ,,,,QuantitativeValue,220.0,BHP,,,Czarny,QuantitativeValue,8.4,l/100km,,6.0,,
0,Offer,13980,EUR,UsedCondition,InStock,Vector,355,AutoDealer,+43 (0)7223 - 832330,Oellinger Enns Steyr GmbH & Co KG,PostalAddress,Dr.-Renner-Straße 19,Enns,4470,AT,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/a0ee87d8-b703-40dc-aa88-a3d514cf6bdb_c289e0ea-2371-40e7-883e-713de3d21a22.jpg/1280x960.webp,Saab,9-3,Biały,Limuzyna,a0ee87d8-b703-40dc-aa88-a3d514cf6bdb,2008-11-01,Na przednie koła,Manualna,4.0,5.0,QuantitativeValue,87608,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1900, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1900.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,,,,,,6.0,,
0,Offer,10000,EUR,UsedCondition,InStock,2.0T Aero,356,,,,,,,,,Car,Saab 9-5,https://prod.pictures.autoscout24.net/listing-images/c524e462-a79b-4d5d-ab8c-9cee338dec28_2a4f0fb1-cfb3-4351-8557-65096b8d5aaf.jpg/1280x960.webp,Saab,9-5,Biały,Limuzyna,c524e462-a79b-4d5d-ab8c-9cee338dec28,2011-01-01,,Manualna,4.0,5.0,QuantitativeValue,230000,KMT,,2.0,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 220, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 162, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1998, 'unitCode': 'CMQ'}}]",167.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 220, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 162, 'unitCode': 'KWT'}]",QuantitativeValue,1998.0,CMQ,,,,QuantitativeValue,220.0,BHP,,,,QuantitativeValue,7.2,l/100km,,6.0,,
0,Offer,899,EUR,UsedCondition,InStock,3.0t 6 cilinder SE LEDER,357,AutoDealer,+31 (0)485 - 788100,Garage Hendriks Rijkevoort BV,PostalAddress,Veldweg 21,RIJKEVOORT,5447 BH,NL,Car,Saab 9-5,https://prod.pictures.autoscout24.net/listing-images/bc74f761-4ea7-43ed-bfc8-59885c7d2b3d_d049a0b2-9785-4eb7-bdc8-3ac8b9544088.jpg/1280x960.webp,Saab,9-5,Niebieski,Limuzyna,bc74f761-4ea7-43ed-bfc8-59885c7d2b3d,2000-06-01,Na przednie koła,Automatyczna,4.0,5.0,QuantitativeValue,296195,KMT,skóra,3.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO2,"[{'@type': 'EngineSpecification', 'fuelType': 'Super 95', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 200, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 147, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 2962, 'unitCode': 'CMQ'}}]",257.0,EngineSpecification,Super 95,"[{'@type': 'QuantitativeValue', 'value': 200, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 147, 'unitCode': 'KWT'}]",QuantitativeValue,2962.0,CMQ,,,,QuantitativeValue,200.0,BHP,,,Czarny,QuantitativeValue,10.8,l/100km,https://prod.pictures.autoscout24.net/dealer-info/2381076-original-c23dc956-dffd-4bca-9edf-6bc7f622cb4d/resize/200x100%3E/quality/90,,,
0,Offer,21950,EUR,UsedCondition,InStock,2.8T Aero Exklusiv XWD Automaat,358,AutoDealer,+31 (0)24 - 3883444,Gerwin Koopsen Auto's,PostalAddress,Nieuweweg 203a,WIJCHEN,6603 BM,NL,Car,Saab 9-5,https://prod.pictures.autoscout24.net/listing-images/5ff590dc-159f-4c9f-9798-6f2baa79acba_254903c7-de5c-44bf-bcc9-37c4f9238458.jpg/1280x960.webp,Saab,9-5,Szary,Limuzyna,5ff590dc-159f-4c9f-9798-6f2baa79acba,2010-04-01,4x4,Automatyczna,4.0,5.0,QuantitativeValue,144623,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO5,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 300, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 221, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 2792, 'unitCode': 'CMQ'}}]",244.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 300, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 221, 'unitCode': 'KWT'}]",QuantitativeValue,2792.0,CMQ,,,,QuantitativeValue,300.0,BHP,,,,QuantitativeValue,10.6,l/100km,,6.0,,
0,Offer,1999,EUR,UsedCondition,InStock,Cabrio 2.0 SE,359,AutoDealer,+31 (0)168 - 788118,Thunder Alley,PostalAddress,Schoenmakerij 15,ZEVENBERGEN,4762 AS,NL,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/fedf3d66-be1a-46fa-b716-03891d1f125e_a1ef65c9-0757-41ee-8eb1-716eb1156be1.jpg/1280x960.webp,Saab,9-3,Czarny,Kabriolet,fedf3d66-be1a-46fa-b716-03891d1f125e,1998-04-01,Na przednie koła,Manualna,2.0,4.0,QuantitativeValue,275639,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO2,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 131, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 96, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",236.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 131, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 96, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,131.0,BHP,,,Beżowy,,,,https://prod.pictures.autoscout24.net/dealer-info/16114015-original-cc14fc90-5c1e-4007-82d0-28010fbef782.png/resize/200x100%3E/quality/90,,,
0,Offer,7500,EUR,UsedCondition,InStock,Classic CABRIO uit 1993,360,,,,,,,,,Car,Saab 900,https://prod.pictures.autoscout24.net/listing-images/798ab438-3cd6-4b7f-9281-928d119c2460_e15e24f4-b678-4165-b148-59594d11b3de.jpg/1280x960.webp,Saab,900,Zielony,Kabriolet,798ab438-3cd6-4b7f-9281-928d119c2460,1992-12-01,Na przednie koła,,,,QuantitativeValue,260456,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'fuelType': 'Super 95', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 118, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 87, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 2000, 'unitCode': 'CMQ'}}]",,EngineSpecification,Super 95,"[{'@type': 'QuantitativeValue', 'value': 118, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 87, 'unitCode': 'KWT'}]",QuantitativeValue,2000.0,CMQ,,,,QuantitativeValue,118.0,BHP,,,Szary,QuantitativeValue,8.0,l/100km,,5.0,,
0,Offer,7990,EUR,UsedCondition,InStock,* H-Kennzeichen * HU 07/24 *,361,AutoDealer,+49 (0)2327 - 5446393,Autohaus Barnitzke,PostalAddress,Bochumer Straße 121,Bochum,44866,DE,Car,Saab 90,https://prod.pictures.autoscout24.net/listing-images/aa912c13-8a86-4955-bf6d-9913165834ab_cf5d446f-c115-40e3-ae2c-2f5646b243b7.jpg/1280x960.webp,Saab,90,Czerwony,Sportowy (Coupe),aa912c13-8a86-4955-bf6d-9913165834ab,1985-11-01,,Manualna,2.0,,QuantitativeValue,93890,KMT,materiał,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 101, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 74, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1971, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 101, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 74, 'unitCode': 'KWT'}]",QuantitativeValue,1971.0,CMQ,,,,QuantitativeValue,101.0,BHP,,,Beżowy,,,,https://prod.pictures.autoscout24.net/dealer-info/8821385-original-c7304341-9b27-4a01-85c6-04d7331e3999/resize/200x100%3E/quality/90,,,
0,Offer,600,EUR,UsedCondition,InStock,2.0i SE,362,,,,,,,,,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/edea9ec9-61d6-41d4-8771-8e4e4dddf9d7_9ad41044-9021-462e-baae-a152c8daa0a9.jpg/1280x960.webp,Saab,9-3,Czarny,Limuzyna,edea9ec9-61d6-41d4-8771-8e4e4dddf9d7,2001-05-01,,Manualna,5.0,5.0,QuantitativeValue,220000,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,,QuantitativeValue,9.6,l/100km,,5.0,,
0,Offer,5690,EUR,UsedCondition,InStock,1.9 TTiD Vector SportCombi ~ 2.Hd ~,363,AutoDealer,+49 (0)821 - 50763011,PKW AUGSBURG IMS GmbH,PostalAddress,Dieselstr. 14,Gersthofen,86368,DE,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/21ac314c-1ba4-4e04-977d-953365ac9c5c_1f414e01-98e5-4b81-b4e3-206fb46d44d7.jpg/1280x960.webp,Saab,9-3,Czarny,Kombi/Van,21ac314c-1ba4-4e04-977d-953365ac9c5c,2009-01-01,,Manualna,4.0,5.0,QuantitativeValue,180000,KMT,skóra,2.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO4,"[{'@type': 'EngineSpecification', 'fuelType': 'Diesel', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 179, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 132, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1910, 'unitCode': 'CMQ'}}]",154.0,EngineSpecification,Diesel,"[{'@type': 'QuantitativeValue', 'value': 179, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 132, 'unitCode': 'KWT'}]",QuantitativeValue,1910.0,CMQ,,,,QuantitativeValue,179.0,BHP,,,Czarny,QuantitativeValue,5.8,l/100km,,,,
0,Offer,1499,EUR,UsedCondition,InStock,2.0t S Business Ed.,364,,,,,,,,,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/e39d59f1-b17d-45a2-b540-cac652080b8e_787f61ae-8ce8-432b-b26e-4d6e6ea50e8b.jpg/1280x960.webp,Saab,9-3,Niebieski,Samochód małolitrażowy,e39d59f1-b17d-45a2-b540-cac652080b8e,2002-02-01,Na przednie koła,Manualna,2.0,5.0,QuantitativeValue,200505,KMT,materiał,4.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO3,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",201.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,Beżowy,QuantitativeValue,8.5,l/100km,,5.0,,
0,Offer,5000,EUR,UsedCondition,InStock,2.0 Aero,365,,,,,,,,,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/0c771612-2be1-4f9e-8fd0-1a7c9a2f08e2_9708ad3a-2ea1-4b88-a82b-7258a1abca8e.jpg/1280x960.webp,Saab,9-3,Szary,Kabriolet,0c771612-2be1-4f9e-8fd0-1a7c9a2f08e2,2005-03-01,Na przednie koła,Manualna,2.0,4.0,QuantitativeValue,190000,KMT,skóra,1.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO4,"[{'@type': 'EngineSpecification', 'fuelType': 'Super Plus 98', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 209, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 154, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1998, 'unitCode': 'CMQ'}}]",218.0,EngineSpecification,Super Plus 98,"[{'@type': 'QuantitativeValue', 'value': 209, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 154, 'unitCode': 'KWT'}]",QuantitativeValue,1998.0,CMQ,,,,QuantitativeValue,209.0,BHP,,,Szary,QuantitativeValue,9.1,l/100km,,5.0,,
0,Offer,22450,EUR,UsedCondition,InStock,2.0 Automaat Aero/Vector  in Geel,366,AutoDealer,+31 (0)522 - 788226,Wim ter Braake Motoren,PostalAddress,Nijverheidsweg 8,NIJEVEEN,7948 NE,NL,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/1ec4416f-5276-4e9a-9fe3-f5cbb8388c6f_cb2c2c9c-2365-4997-aaf2-c626aa8862ae.jpg/1280x960.webp,Saab,9-3,Żółty,Kabriolet,1ec4416f-5276-4e9a-9fe3-f5cbb8388c6f,2008-05-01,,Automatyczna,2.0,5.0,QuantitativeValue,136000,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 211, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 155, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1988, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 211, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 155, 'unitCode': 'KWT'}]",QuantitativeValue,1988.0,CMQ,,,,QuantitativeValue,211.0,BHP,,,,,,,https://prod.pictures.autoscout24.net/dealer-info/9801-original-8e18482f-ab11-477c-a1db-2ae5ee896c47/resize/200x100%3E/quality/90,5.0,0.0,
0,Offer,9950,EUR,UsedCondition,InStock,2.0i,367,AutoDealer,+31 (0)6 - 10050290,SaabWorld,PostalAddress,Rijksstraatweg 119,VOORST,7383 AN,NL,Car,Saab 900,https://prod.pictures.autoscout24.net/listing-images/41c39c1a-cb25-4e91-9f50-9280bbc2ddc4_cf997f20-85ce-4f8a-9dab-64225cbdd39a.jpg/1280x960.webp,Saab,900,,Limuzyna,41c39c1a-cb25-4e91-9f50-9280bbc2ddc4,1989-06-01,Na przednie koła,Manualna,2.0,,QuantitativeValue,128994,KMT,,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 81, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 81, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,110.0,BHP,,,,,,,https://prod.pictures.autoscout24.net/dealer-info/15217598-original-cdbe80d7-ed8e-4edc-9a4e-5e5b664e6428/resize/200x100%3E/quality/90,,,
0,Offer,2300,EUR,UsedCondition,InStock,E5C,368,,,,,,,,,Car,Saab 9-5,https://prod.pictures.autoscout24.net/listing-images/3f31ec71-74c6-4654-86a9-10fda1939724_57d200af-67c4-4fd3-8dbe-e766d3a8decf.jpg/1280x960.webp,Saab,9-5,Czarny,Kombi/Van,3f31ec71-74c6-4654-86a9-10fda1939724,2004-06-01,Na przednie koła,Manualna,5.0,5.0,QuantitativeValue,192045,KMT,skóra czesciowa,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO3,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",218.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 150, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 110, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,150.0,BHP,,,Czarny,,,,,5.0,,
0,Offer,16500,EUR,UsedCondition,InStock,Sport Sedan 2.0 T Vector *45.946km* 210PK/Navi/Led,369,AutoDealer,+31 (0)413 - 248050,Autonique,PostalAddress,Loopkantstraat 10a,UDEN,5405 NB,NL,Car,Saab 9-3,https://prod.pictures.autoscout24.net/listing-images/80870238-ecc9-482e-8b60-c7acdf8bfd1a_6f6b16e5-9ef2-4f16-829b-ef55d453e781.jpg/1280x960.webp,Saab,9-3,Czerwony,Limuzyna,80870238-ecc9-482e-8b60-c7acdf8bfd1a,2007-01-01,Na przednie koła,Manualna,4.0,5.0,QuantitativeValue,45946,KMT,skóra,,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO4,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 209, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 154, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1998, 'unitCode': 'CMQ'}}]",202.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 209, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 154, 'unitCode': 'KWT'}]",QuantitativeValue,1998.0,CMQ,,,,QuantitativeValue,209.0,BHP,,,Beżowy,QuantitativeValue,8.5,l/100km,https://prod.pictures.autoscout24.net/dealer-info/11838040-original-c48061f3-4176-4562-86f9-11925bb7fc04.jpg/resize/200x100%3E/quality/90,6.0,,
0,Offer,16900,EUR,UsedCondition,InStock,T16 2.3 Sport Aero,371,,,,,,,,,Car,Saab 9000,https://prod.pictures.autoscout24.net/listing-images/75929a2c-a38c-417e-a3fc-595baa0d206d_67c99e42-04a6-4fef-adb7-56a5e38ca5c0.jpg/1280x960.webp,Saab,9000,Niebieski,Limuzyna,75929a2c-a38c-417e-a3fc-595baa0d206d,1997-04-01,Na przednie koła,Manualna,5.0,5.0,QuantitativeValue,295500,KMT,skóra,2.0,EnergyConsumptionDetails,Euro 6d,Euro 1,EURO3,"[{'@type': 'EngineSpecification', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 224, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 165, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 2290, 'unitCode': 'CMQ'}}]",200.0,EngineSpecification,,"[{'@type': 'QuantitativeValue', 'value': 224, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 165, 'unitCode': 'KWT'}]",QuantitativeValue,2290.0,CMQ,,,,QuantitativeValue,224.0,BHP,,,Czarny,QuantitativeValue,10.0,l/100km,,5.0,,
0,Offer,7000,EUR,UsedCondition,InStock,900i 16v,372,,,,,,,,,Car,Saab 900,https://prod.pictures.autoscout24.net/listing-images/92eddbb9-e88d-4ccb-bb2a-8d011397cf8d_29edfa74-1c4c-4751-a6a9-eeb773484699.jpg/1280x960.webp,Saab,900,Beżowy,Limuzyna,92eddbb9-e88d-4ccb-bb2a-8d011397cf8d,1991-07-01,,Manualna,3.0,5.0,QuantitativeValue,216000,KMT,welur,,EnergyConsumptionDetails,Euro 6d,Euro 1,,"[{'@type': 'EngineSpecification', 'fuelType': 'Super 95', 'enginePower': [{'@type': 'QuantitativeValue', 'value': 128, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 94, 'unitCode': 'KWT'}], 'engineDisplacement': {'@type': 'QuantitativeValue', 'value': 1985, 'unitCode': 'CMQ'}}]",26.0,EngineSpecification,Super 95,"[{'@type': 'QuantitativeValue', 'value': 128, 'unitCode': 'BHP'}, {'@type': 'QuantitativeValue', 'value': 94, 'unitCode': 'KWT'}]",QuantitativeValue,1985.0,CMQ,,,,QuantitativeValue,128.0,BHP,,,Beżowy,QuantitativeValue,8.0,l/100km,,5.0,,
